waveform	Ch0		Gen	
t0	28-04-20  23:06:55,812870		28-04-20  23:06:55,812873	
delta t	5,000000E-6		5,000000E-6	

time[0]	Ch0	time[1]	Gen
28-04-20  23:06:55,813300	-9,873953E-1	28-04-20  23:06:55,813303	-9,099797E-1
28-04-20  23:06:55,813305	-9,899975E-1	28-04-20  23:06:55,813308	-9,119314E-1
28-04-20  23:06:55,813310	-9,916239E-1	28-04-20  23:06:55,813313	-9,138830E-1
28-04-20  23:06:55,813315	-9,942261E-1	28-04-20  23:06:55,813318	-9,158347E-1
28-04-20  23:06:55,813320	-9,961777E-1	28-04-20  23:06:55,813323	-9,177864E-1
28-04-20  23:06:55,813325	-9,987799E-1	28-04-20  23:06:55,813328	-9,187622E-1
28-04-20  23:06:55,813330	-1,001057E+0	28-04-20  23:06:55,813333	-9,216897E-1
28-04-20  23:06:55,813335	-1,003659E+0	28-04-20  23:06:55,813338	-9,246171E-1
28-04-20  23:06:55,813340	-1,005936E+0	28-04-20  23:06:55,813343	-9,252677E-1
28-04-20  23:06:55,813345	-1,008538E+0	28-04-20  23:06:55,813348	-9,285204E-1
28-04-20  23:06:55,813350	-1,010165E+0	28-04-20  23:06:55,813353	-9,298215E-1
28-04-20  23:06:55,813355	-1,012441E+0	28-04-20  23:06:55,813358	-9,314479E-1
28-04-20  23:06:55,813360	-1,014393E+0	28-04-20  23:06:55,813363	-9,340501E-1
28-04-20  23:06:55,813365	-1,016345E+0	28-04-20  23:06:55,813368	-9,356765E-1
28-04-20  23:06:55,813370	-1,019272E+0	28-04-20  23:06:55,813373	-9,379534E-1
28-04-20  23:06:55,813375	-1,022525E+0	28-04-20  23:06:55,813378	-9,405556E-1
28-04-20  23:06:55,813380	-1,025453E+0	28-04-20  23:06:55,813383	-9,421820E-1
28-04-20  23:06:55,813385	-1,026103E+0	28-04-20  23:06:55,813388	-9,434831E-1
28-04-20  23:06:55,813390	-1,029031E+0	28-04-20  23:06:55,813393	-9,447842E-1
28-04-20  23:06:55,813395	-1,030982E+0	28-04-20  23:06:55,813398	-9,480370E-1
28-04-20  23:06:55,813400	-1,033910E+0	28-04-20  23:06:55,813403	-9,503139E-1
28-04-20  23:06:55,813405	-1,035211E+0	28-04-20  23:06:55,813408	-9,522655E-1
28-04-20  23:06:55,813410	-1,038138E+0	28-04-20  23:06:55,813413	-9,535666E-1
28-04-20  23:06:55,813415	-1,039765E+0	28-04-20  23:06:55,813418	-9,561688E-1
28-04-20  23:06:55,813420	-1,042367E+0	28-04-20  23:06:55,813423	-9,577952E-1
28-04-20  23:06:55,813425	-1,046595E+0	28-04-20  23:06:55,813428	-9,600722E-1
28-04-20  23:06:55,813430	-1,046595E+0	28-04-20  23:06:55,813433	-9,616985E-1
28-04-20  23:06:55,813435	-1,050499E+0	28-04-20  23:06:55,813438	-9,643007E-1
28-04-20  23:06:55,813440	-1,051800E+0	28-04-20  23:06:55,813443	-9,656018E-1
28-04-20  23:06:55,813445	-1,053751E+0	28-04-20  23:06:55,813448	-9,675535E-1
28-04-20  23:06:55,813450	-1,056028E+0	28-04-20  23:06:55,813453	-9,701557E-1
28-04-20  23:06:55,813455	-1,059606E+0	28-04-20  23:06:55,813458	-9,727579E-1
28-04-20  23:06:55,813460	-1,061233E+0	28-04-20  23:06:55,813463	-9,747095E-1
28-04-20  23:06:55,813465	-1,063184E+0	28-04-20  23:06:55,813468	-9,760106E-1
28-04-20  23:06:55,813470	-1,065787E+0	28-04-20  23:06:55,813473	-9,779623E-1
28-04-20  23:06:55,813475	-1,068389E+0	28-04-20  23:06:55,813478	-9,802392E-1
28-04-20  23:06:55,813480	-1,070666E+0	28-04-20  23:06:55,813483	-9,818656E-1
28-04-20  23:06:55,813485	-1,072943E+0	28-04-20  23:06:55,813488	-9,834920E-1
28-04-20  23:06:55,813490	-1,075220E+0	28-04-20  23:06:55,813493	-9,867447E-1
28-04-20  23:06:55,813495	-1,077171E+0	28-04-20  23:06:55,813498	-9,877206E-1
28-04-20  23:06:55,813500	-1,080424E+0	28-04-20  23:06:55,813503	-9,896722E-1
28-04-20  23:06:55,813505	-1,081075E+0	28-04-20  23:06:55,813508	-9,929250E-1
28-04-20  23:06:55,813510	-1,084978E+0	28-04-20  23:06:55,813513	-9,942261E-1
28-04-20  23:06:55,813515	-1,086930E+0	28-04-20  23:06:55,813518	-9,958524E-1
28-04-20  23:06:55,813520	-1,088881E+0	28-04-20  23:06:55,813523	-9,981294E-1
28-04-20  23:06:55,813525	-1,091809E+0	28-04-20  23:06:55,813528	-9,997557E-1
28-04-20  23:06:55,813530	-1,090508E+0	28-04-20  23:06:55,813533	-9,978041E-1
28-04-20  23:06:55,813535	-1,088556E+0	28-04-20  23:06:55,813538	-9,965030E-1
28-04-20  23:06:55,813540	-1,085628E+0	28-04-20  23:06:55,813543	-9,942261E-1
28-04-20  23:06:55,813545	-1,082701E+0	28-04-20  23:06:55,813548	-9,922744E-1
28-04-20  23:06:55,813550	-1,080749E+0	28-04-20  23:06:55,813553	-9,896722E-1
28-04-20  23:06:55,813555	-1,078472E+0	28-04-20  23:06:55,813558	-9,886964E-1
28-04-20  23:06:55,813560	-1,076195E+0	28-04-20  23:06:55,813563	-9,864195E-1
28-04-20  23:06:55,813565	-1,073919E+0	28-04-20  23:06:55,813568	-9,851184E-1
28-04-20  23:06:55,813570	-1,071316E+0	28-04-20  23:06:55,813573	-9,825162E-1
28-04-20  23:06:55,813575	-1,069690E+0	28-04-20  23:06:55,813578	-9,799139E-1
28-04-20  23:06:55,813580	-1,066762E+0	28-04-20  23:06:55,813583	-9,782876E-1
28-04-20  23:06:55,813585	-1,064811E+0	28-04-20  23:06:55,813588	-9,773117E-1
28-04-20  23:06:55,813590	-1,062209E+0	28-04-20  23:06:55,813593	-9,737337E-1
28-04-20  23:06:55,813595	-1,059932E+0	28-04-20  23:06:55,813598	-9,730832E-1
28-04-20  23:06:55,813600	-1,057655E+0	28-04-20  23:06:55,813603	-9,701557E-1
28-04-20  23:06:55,813605	-1,055703E+0	28-04-20  23:06:55,813608	-9,678788E-1
28-04-20  23:06:55,813610	-1,053426E+0	28-04-20  23:06:55,813613	-9,656018E-1
28-04-20  23:06:55,813615	-1,051475E+0	28-04-20  23:06:55,813618	-9,643007E-1
28-04-20  23:06:55,813620	-1,048547E+0	28-04-20  23:06:55,813623	-9,623491E-1
28-04-20  23:06:55,813625	-1,045945E+0	28-04-20  23:06:55,813628	-9,607227E-1
28-04-20  23:06:55,813630	-1,044318E+0	28-04-20  23:06:55,813633	-9,577952E-1
28-04-20  23:06:55,813635	-1,041066E+0	28-04-20  23:06:55,813638	-9,558436E-1
28-04-20  23:06:55,813640	-1,039439E+0	28-04-20  23:06:55,813643	-9,538919E-1
28-04-20  23:06:55,813645	-1,037162E+0	28-04-20  23:06:55,813648	-9,519403E-1
28-04-20  23:06:55,813650	-1,034560E+0	28-04-20  23:06:55,813653	-9,503139E-1
28-04-20  23:06:55,813655	-1,031958E+0	28-04-20  23:06:55,813658	-9,486875E-1
28-04-20  23:06:55,813660	-1,029356E+0	28-04-20  23:06:55,813663	-9,457600E-1
28-04-20  23:06:55,813665	-1,026754E+0	28-04-20  23:06:55,813668	-9,444589E-1
28-04-20  23:06:55,813670	-1,025453E+0	28-04-20  23:06:55,813673	-9,421820E-1
28-04-20  23:06:55,813675	-1,023826E+0	28-04-20  23:06:55,813678	-9,402304E-1
28-04-20  23:06:55,813680	-1,020248E+0	28-04-20  23:06:55,813683	-9,386040E-1
28-04-20  23:06:55,813685	-1,018296E+0	28-04-20  23:06:55,813688	-9,360018E-1
28-04-20  23:06:55,813690	-1,015694E+0	28-04-20  23:06:55,813693	-9,337248E-1
28-04-20  23:06:55,813695	-1,013743E+0	28-04-20  23:06:55,813698	-9,320985E-1
28-04-20  23:06:55,813700	-1,011466E+0	28-04-20  23:06:55,813703	-9,304721E-1
28-04-20  23:06:55,813705	-1,008863E+0	28-04-20  23:06:55,813708	-9,288457E-1
28-04-20  23:06:55,813710	-1,006912E+0	28-04-20  23:06:55,813713	-9,262435E-1
28-04-20  23:06:55,813715	-1,004635E+0	28-04-20  23:06:55,813718	-9,246171E-1
28-04-20  23:06:55,813720	-1,002358E+0	28-04-20  23:06:55,813723	-9,213644E-1
28-04-20  23:06:55,813725	-1,000081E+0	28-04-20  23:06:55,813728	-9,197380E-1
28-04-20  23:06:55,813730	-9,974788E-1	28-04-20  23:06:55,813733	-9,177864E-1
28-04-20  23:06:55,813735	-9,945513E-1	28-04-20  23:06:55,813738	-9,161600E-1
28-04-20  23:06:55,813740	-9,935755E-1	28-04-20  23:06:55,813743	-9,151841E-1
28-04-20  23:06:55,813745	-9,903228E-1	28-04-20  23:06:55,813748	-9,122567E-1
28-04-20  23:06:55,813750	-9,880458E-1	28-04-20  23:06:55,813753	-9,103050E-1
28-04-20  23:06:55,813755	-9,857689E-1	28-04-20  23:06:55,813758	-9,083534E-1
28-04-20  23:06:55,813760	-9,834920E-1	28-04-20  23:06:55,813763	-9,054259E-1
28-04-20  23:06:55,813765	-9,808898E-1	28-04-20  23:06:55,813768	-9,041248E-1
28-04-20  23:06:55,813770	-9,782876E-1	28-04-20  23:06:55,813773	-9,021731E-1
28-04-20  23:06:55,813775	-9,766612E-1	28-04-20  23:06:55,813778	-9,002215E-1
28-04-20  23:06:55,813780	-9,747095E-1	28-04-20  23:06:55,813783	-8,979446E-1
28-04-20  23:06:55,813785	-9,727579E-1	28-04-20  23:06:55,813788	-8,959929E-1
28-04-20  23:06:55,813790	-9,704810E-1	28-04-20  23:06:55,813793	-8,946918E-1
28-04-20  23:06:55,813795	-9,675535E-1	28-04-20  23:06:55,813798	-8,924149E-1
28-04-20  23:06:55,813800	-9,652766E-1	28-04-20  23:06:55,813803	-8,898127E-1
28-04-20  23:06:55,813805	-9,626744E-1	28-04-20  23:06:55,813808	-8,894874E-1
28-04-20  23:06:55,813810	-9,603974E-1	28-04-20  23:06:55,813813	-8,862346E-1
28-04-20  23:06:55,813815	-9,587711E-1	28-04-20  23:06:55,813818	-8,842830E-1
28-04-20  23:06:55,813820	-9,564941E-1	28-04-20  23:06:55,813823	-8,826566E-1
28-04-20  23:06:55,813825	-9,551930E-1	28-04-20  23:06:55,813828	-8,807050E-1
28-04-20  23:06:55,813830	-9,516150E-1	28-04-20  23:06:55,813833	-8,774522E-1
28-04-20  23:06:55,813835	-9,486875E-1	28-04-20  23:06:55,813838	-8,761511E-1
28-04-20  23:06:55,813840	-9,464106E-1	28-04-20  23:06:55,813843	-8,732236E-1
28-04-20  23:06:55,813845	-9,447842E-1	28-04-20  23:06:55,813848	-8,725731E-1
28-04-20  23:06:55,813850	-9,421820E-1	28-04-20  23:06:55,813853	-8,702961E-1
28-04-20  23:06:55,813855	-9,389293E-1	28-04-20  23:06:55,813858	-8,686698E-1
28-04-20  23:06:55,813860	-9,369776E-1	28-04-20  23:06:55,813863	-8,660676E-1
28-04-20  23:06:55,813865	-9,353512E-1	28-04-20  23:06:55,813868	-8,644412E-1
28-04-20  23:06:55,813870	-9,327490E-1	28-04-20  23:06:55,813873	-8,621643E-1
28-04-20  23:06:55,813875	-9,304721E-1	28-04-20  23:06:55,813878	-8,595621E-1
28-04-20  23:06:55,813880	-9,288457E-1	28-04-20  23:06:55,813883	-8,585862E-1
28-04-20  23:06:55,813885	-9,259182E-1	28-04-20  23:06:55,813888	-8,563093E-1
28-04-20  23:06:55,813890	-9,229908E-1	28-04-20  23:06:55,813893	-8,543577E-1
28-04-20  23:06:55,813895	-9,207138E-1	28-04-20  23:06:55,813898	-8,527313E-1
