waveform	Ch0	
t0	06-05-20  16:47:44,131724	
delta t	5,000000E-6	

time[0]	Ch0
06-05-20  16:47:44,132999	-5,494086E+0
06-05-20  16:47:44,133004	-5,570851E+0
06-05-20  16:47:44,133009	-5,604679E+0
06-05-20  16:47:44,133014	-5,598174E+0
06-05-20  16:47:44,133019	-5,553936E+0
06-05-20  16:47:44,133024	-5,476196E+0
06-05-20  16:47:44,133029	-5,363976E+0
06-05-20  16:47:44,133034	-5,223782E+0
06-05-20  16:47:44,133039	-5,056590E+0
06-05-20  16:47:44,133044	-4,864678E+0
06-05-20  16:47:44,133049	-4,650647E+0
06-05-20  16:47:44,133054	-4,417749E+0
06-05-20  16:47:44,133059	-4,166962E+0
06-05-20  16:47:44,133064	-3,899586E+0
06-05-20  16:47:44,133069	-3,620174E+0
06-05-20  16:47:44,133074	-3,326776E+0
06-05-20  16:47:44,133079	-3,023944E+0
06-05-20  16:47:44,133084	-2,712005E+0
06-05-20  16:47:44,133089	-2,391284E+0
06-05-20  16:47:44,133094	-2,065033E+0
06-05-20  16:47:44,133099	-1,731951E+0
06-05-20  16:47:44,133104	-1,396592E+0
06-05-20  16:47:44,133109	-1,057980E+0
06-05-20  16:47:44,133114	-7,170914E-1
06-05-20  16:47:44,133119	-3,749017E-1
06-05-20  16:47:44,133124	-3,368787E-2
06-05-20  16:47:44,133129	3,081766E-1
06-05-20  16:47:44,133134	6,487399E-1
06-05-20  16:47:44,133139	9,860505E-1
06-05-20  16:47:44,133144	1,321735E+0
06-05-20  16:47:44,133149	1,653516E+0
06-05-20  16:47:44,133154	1,981393E+0
06-05-20  16:47:44,133159	2,306018E+0
06-05-20  16:47:44,133164	2,624463E+0
06-05-20  16:47:44,133169	2,939004E+0
06-05-20  16:47:44,133174	3,248666E+0
06-05-20  16:47:44,133179	3,550847E+0
06-05-20  16:47:44,133184	3,848149E+0
06-05-20  16:47:44,133189	4,138619E+0
06-05-20  16:47:44,133194	4,422585E+0
06-05-20  16:47:44,133199	4,700695E+0
06-05-20  16:47:44,133204	4,965144E+0
06-05-20  16:47:44,133209	5,187633E+0
06-05-20  16:47:44,133214	5,358077E+0
06-05-20  16:47:44,133219	5,480055E+0
06-05-20  16:47:44,133224	5,558446E+0
06-05-20  16:47:44,133229	5,595528E+0
06-05-20  16:47:44,133234	5,595203E+0
06-05-20  16:47:44,133239	5,558121E+0
06-05-20  16:47:44,133244	5,487862E+0
06-05-20  16:47:44,133249	5,386376E+0
06-05-20  16:47:44,133254	5,256916E+0
06-05-20  16:47:44,133259	5,100784E+0
06-05-20  16:47:44,133264	4,922533E+0
06-05-20  16:47:44,133269	4,721838E+0
06-05-20  16:47:44,133274	4,502928E+0
06-05-20  16:47:44,133279	4,265152E+0
06-05-20  16:47:44,133284	4,012738E+0
06-05-20  16:47:44,133289	3,747638E+0
06-05-20  16:47:44,133294	3,469853E+0
06-05-20  16:47:44,133299	3,181009E+0
06-05-20  16:47:44,133304	2,883056E+0
06-05-20  16:47:44,133309	2,578599E+0
06-05-20  16:47:44,133314	2,266334E+0
06-05-20  16:47:44,133319	1,948540E+0
06-05-20  16:47:44,133324	1,627819E+0
06-05-20  16:47:44,133329	1,303519E+0
06-05-20  16:47:44,133334	9,782438E-1
06-05-20  16:47:44,133339	6,490652E-1
06-05-20  16:47:44,133344	3,215129E-1
06-05-20  16:47:44,133349	-5,388908E-3
06-05-20  16:47:44,133354	-3,326159E-1
06-05-20  16:47:44,133359	-6,565902E-1
06-05-20  16:47:44,133364	-9,789381E-1
06-05-20  16:47:44,133369	-1,297057E+0
06-05-20  16:47:44,133374	-1,612900E+0
06-05-20  16:47:44,133379	-1,924188E+0
06-05-20  16:47:44,133384	-2,231248E+0
06-05-20  16:47:44,133389	-2,533104E+0
06-05-20  16:47:44,133394	-2,830406E+0
06-05-20  16:47:44,133399	-3,121202E+0
06-05-20  16:47:44,133404	-3,407769E+0
06-05-20  16:47:44,133409	-3,688482E+0
06-05-20  16:47:44,133414	-3,962689E+0
06-05-20  16:47:44,133419	-4,231367E+0
